Id_Cliente,Programa_Puntos_Gasolina,Tarjeta_Black,Millas_Acumuladas,Facturacion_Tarjeta_Mes_Anterior_USD,Total_Transacciones,Facturacion_Internacional_USD,Total_Compras_Internacionales,Llamadas_a_su_Ejecutivo,Churn
319,No,Si,21960,1234,38,0,5,3,Vigente
320,Si,Si,32810,1093,32,0,2,2,Fugado
321,No,No,790,1153,32,0,3,0,Vigente
322,No,Si,32790,871,32,108,3,1,Vigente
323,No,No,1070,1016,43,84,3,0,Vigente
324,No,No,1340,865,54,96,4,1,Vigente
325,No,No,910,1093,36,116,5,3,Vigente
326,No,Si,31040,649,42,0,3,0,Vigente
327,No,Si,35950,717,38,96,4,1,Vigente
328,No,Si,34090,1217,44,80,4,1,Vigente
329,No,No,1300,1109,52,108,3,0,Vigente
330,No,No,970,1089,39,124,12,0,Vigente
331,No,No,980,1164,39,0,2,3,Vigente
332,No,No,830,1366,33,80,2,1,Fugado
333,No,No,1210,834,48,104,5,7,Fugado
334,No,No,990,1093,40,80,4,0,Vigente
335,No,No,950,1034,38,0,4,1,Vigente
336,No,Si,17970,1008,39,0,4,1,Vigente
337,No,No,700,1080,28,92,2,0,Vigente
338,No,No,1210,1100,48,0,7,2,Vigente
339,No,No,1040,1280,42,0,3,2,Vigente
340,No,No,670,1159,27,124,2,0,Vigente
341,No,No,630,1133,25,76,1,1,Fugado
342,No,No,1150,1181,46,92,11,1,Vigente
343,No,Si,35050,1135,42,120,7,0,Vigente
344,No,Si,21980,640,39,0,0,2,Vigente
345,No,Si,37920,770,37,112,3,1,Vigente
346,No,No,1310,1168,52,0,8,3,Vigente
347,No,Si,34170,917,47,104,5,1,Vigente
348,No,No,1170,1071,47,88,11,1,Vigente
349,No,Si,42220,860,49,112,5,3,Vigente
350,No,No,630,719,25,108,3,4,Fugado
351,No,No,1040,1069,42,96,8,4,Vigente
352,Si,Si,38780,1219,31,0,4,4,Vigente
353,No,No,1120,810,45,0,3,1,Vigente
354,No,No,950,1063,38,124,9,2,Vigente
355,Si,No,770,1219,31,92,2,2,Fugado
356,No,No,1050,832,42,108,2,1,Vigente
357,Si,No,890,1201,36,80,4,1,Vigente
358,No,Si,23850,865,34,0,2,2,Vigente
359,Si,Si,40220,873,49,0,4,1,Vigente
360,No,Si,30090,997,44,0,4,1,Vigente
361,Si,No,530,1395,21,0,6,1,Fugado
362,No,No,830,880,33,96,6,0,Vigente
363,No,Si,37210,990,48,104,5,1,Vigente
364,No,No,870,1124,35,96,3,2,Vigente
365,No,No,880,992,35,92,2,0,Vigente
366,No,No,750,1595,30,84,9,1,Fugado
367,No,No,960,1102,38,76,3,4,Vigente
368,No,No,1270,887,51,152,3,1,Vigente
369,No,No,1100,737,44,0,5,1,Vigente
370,No,No,990,1173,40,136,2,0,Vigente
371,No,No,810,1133,32,88,6,1,Vigente
372,No,No,1100,1135,44,92,6,2,Vigente
373,Si,No,570,1069,23,88,1,0,Fugado
374,No,No,980,1023,39,124,2,2,Vigente
375,No,No,770,1098,31,80,6,2,Vigente
376,No,Si,22130,1049,45,92,5,0,Vigente
377,No,No,870,876,35,96,7,2,Vigente
378,No,No,1230,1129,49,0,18,1,Vigente
379,Si,No,840,1109,34,80,2,1,Fugado
380,No,No,1000,1102,40,0,4,2,Vigente
381,No,No,1180,1232,47,124,2,3,Vigente
382,No,No,1070,931,43,124,4,1,Vigente
383,Si,No,870,948,35,0,4,0,Vigente
384,Si,Si,22820,1243,33,0,5,1,Vigente
385,No,No,1250,1012,50,0,4,2,Vigente
386,No,No,1130,1212,45,92,7,4,Vigente
387,No,No,640,1126,26,76,1,3,Vigente
388,No,No,1020,1060,41,0,5,1,Vigente
389,No,No,950,865,38,92,3,1,Vigente
390,No,No,990,994,40,88,6,3,Vigente
391,No,No,1250,1074,50,96,2,1,Vigente
392,No,No,1290,898,52,76,3,0,Vigente
393,No,No,920,1104,37,104,5,5,Vigente
394,No,No,760,1131,30,80,3,2,Vigente
395,No,No,780,1159,31,92,2,0,Fugado
396,No,Si,22890,1087,36,84,5,0,Vigente
397,No,No,1020,895,41,0,4,0,Vigente
398,No,No,1030,1294,41,0,2,1,Fugado
399,No,No,1290,911,52,0,4,1,Vigente
400,No,No,910,1032,36,92,5,1,Fugado
401,No,Si,32050,911,42,104,1,1,Vigente
402,No,No,1240,1052,50,92,3,0,Vigente
403,No,Si,27080,887,43,84,2,1,Vigente
404,No,No,1220,1074,49,96,6,1,Vigente
405,No,No,800,1087,32,0,3,4,Vigente
406,Si,No,910,1206,36,0,5,0,Vigente
407,No,No,780,814,31,0,7,0,Vigente
408,No,No,1340,928,54,0,5,4,Fugado
409,Si,No,1080,889,43,0,3,1,Vigente
410,No,No,1100,994,44,0,4,2,Vigente
411,No,No,900,931,36,0,5,2,Vigente
412,No,No,800,757,32,88,6,2,Vigente
413,No,No,850,1278,34,0,1,0,Vigente
414,No,No,1120,1230,45,0,5,3,Vigente
415,No,No,770,900,31,84,3,0,Vigente
416,No,No,470,1349,19,76,3,2,Fugado
417,Si,No,990,926,40,0,2,1,Fugado
418,No,No,840,1173,34,84,2,0,Vigente
419,No,Si,34730,966,29,136,6,1,Vigente
420,No,No,980,1223,39,0,6,2,Vigente
421,No,Si,29260,1177,50,80,11,2,Vigente
422,No,No,1140,1157,46,132,1,1,Vigente
423,No,No,1220,1230,49,108,3,0,Vigente
424,No,Si,46240,1192,50,88,2,3,Vigente
425,No,Si,17100,1054,44,96,3,1,Vigente
426,Si,No,1310,1043,52,76,4,1,Vigente
427,No,No,1290,728,52,108,7,1,Vigente
428,No,Si,40650,840,26,80,9,1,Vigente
429,No,No,910,1016,36,96,5,3,Vigente
430,No,No,690,979,28,104,7,2,Vigente
431,No,No,1000,1333,40,112,2,2,Fugado
432,No,No,980,1135,39,96,4,1,Vigente
433,No,No,770,1247,31,108,2,1,Vigente
434,No,No,1060,889,42,100,5,2,Vigente
435,No,Si,32010,1346,40,0,3,0,Vigente
436,No,Si,29800,1065,32,96,3,1,Vigente
437,No,No,1230,1210,49,0,3,1,Vigente
438,No,No,760,1289,30,0,4,0,Fugado
439,No,No,930,1153,37,116,3,1,Vigente
440,No,No,990,924,40,0,2,2,Vigente
441,No,Si,28410,1280,56,104,6,1,Vigente
442,No,No,930,1021,37,104,4,0,Vigente
443,No,Si,30140,851,46,0,3,1,Vigente
444,No,No,1290,1184,52,108,5,1,Vigente
445,Si,No,1070,1085,43,0,7,2,Vigente
446,No,No,1030,770,41,96,6,0,Vigente
447,No,No,1160,937,46,80,4,3,Vigente
448,No,No,1000,1225,40,0,5,2,Vigente
449,No,No,1140,783,46,104,3,1,Vigente
450,No,Si,21790,1241,32,0,3,4,Vigente
451,No,No,1070,992,43,108,5,0,Vigente
452,No,Si,24070,1265,43,84,2,0,Vigente
453,No,No,1150,1041,46,0,3,0,Vigente
454,No,Si,20770,1203,31,120,9,1,Vigente
455,No,No,1250,1384,50,96,1,1,Fugado
456,No,No,1240,1333,50,124,2,1,Fugado
457,No,No,880,772,35,80,2,2,Vigente
458,No,No,990,997,40,84,7,2,Vigente
459,No,Si,28860,1054,34,0,3,3,Vigente
460,No,No,1200,889,48,92,3,0,Vigente
461,No,No,1280,1245,51,80,5,1,Vigente
462,No,No,1090,1049,44,80,9,3,Vigente
463,No,Si,19090,680,44,84,5,1,Vigente
464,No,No,750,928,30,0,2,0,Vigente
465,No,Si,23850,1146,34,0,5,0,Vigente
466,Si,No,1130,964,45,96,3,3,Fugado
467,No,Si,37030,1186,41,88,5,3,Fugado
468,No,No,1030,1052,41,100,4,1,Vigente
469,No,Si,33630,700,65,96,5,3,Vigente
470,No,Si,34630,1155,25,148,9,2,Vigente
471,No,No,1460,1188,58,92,2,1,Vigente
472,No,No,1160,766,46,80,6,3,Vigente
473,No,No,1170,572,47,0,3,1,Vigente
474,No,Si,33590,904,24,0,4,4,Fugado
475,No,Si,21010,1173,40,124,12,0,Vigente
476,No,No,1110,924,44,84,6,3,Vigente
477,No,No,1060,1228,42,100,5,1,Vigente
478,No,Si,24120,887,45,0,2,3,Vigente
479,No,No,1340,948,54,0,2,1,Vigente
480,No,No,1020,1058,41,96,4,2,Vigente
481,No,No,1080,1052,43,100,6,1,Vigente
482,No,No,1230,942,49,0,3,1,Vigente
483,No,No,1160,950,46,0,4,0,Vigente
484,No,No,950,1045,38,112,13,2,Vigente
485,No,No,1320,1219,53,92,2,3,Vigente
486,No,Si,17110,768,44,0,2,0,Vigente
487,Si,No,1030,1179,41,92,3,0,Vigente
488,No,No,1000,1272,40,88,2,0,Vigente
489,No,No,1260,1201,50,0,0,1,Vigente
490,No,No,1190,983,48,104,4,1,Vigente
491,No,No,1190,1265,48,108,7,0,Vigente
492,Si,No,910,1155,36,100,6,1,Fugado
493,Si,No,1130,997,45,0,2,2,Fugado
494,No,Si,34040,994,42,0,2,2,Vigente
495,No,No,930,1208,37,0,4,1,Vigente
496,Si,No,1140,911,46,80,9,2,Vigente
497,No,Si,37340,924,54,0,4,2,Vigente
498,No,No,930,1142,37,100,3,2,Vigente
499,Si,No,610,953,24,0,4,4,Fugado
500,No,No,910,968,36,0,2,1,Vigente
501,No,Si,24020,862,41,108,7,3,Vigente
502,No,Si,29040,1302,42,0,5,1,Vigente
503,Si,No,610,1186,24,124,5,1,Fugado
504,Si,Si,27380,1107,55,0,3,0,Vigente
505,No,No,970,1098,39,104,12,0,Vigente
506,No,No,660,911,26,96,5,1,Vigente
507,No,Si,31880,1001,35,96,5,2,Vigente
508,No,No,1220,1190,49,0,2,3,Fugado
509,No,Si,24690,1115,28,100,5,1,Vigente
510,No,Si,27140,975,46,80,5,5,Fugado
511,No,Si,18020,882,41,104,3,1,Vigente
512,No,No,940,1177,38,124,8,3,Vigente
513,No,No,1010,1038,40,76,8,2,Vigente
514,No,Si,30740,1162,30,0,3,0,Vigente
515,Si,Si,30130,1239,45,100,12,0,Fugado
516,No,Si,15370,755,55,148,5,1,Vigente
517,No,No,1000,920,40,0,1,2,Vigente
518,No,No,680,1005,27,80,4,2,Vigente
519,No,No,920,1016,37,108,3,1,Vigente
520,No,No,970,953,39,76,3,3,Vigente
521,No,No,1080,1153,43,100,2,1,Vigente
522,No,No,860,678,34,0,3,4,Fugado
523,No,Si,27840,1276,34,80,5,7,Vigente
524,No,No,1080,519,43,84,6,2,Vigente
525,No,No,1050,1049,42,112,6,1,Vigente
526,No,No,1250,561,50,88,8,2,Vigente
527,No,No,880,1146,35,108,3,0,Vigente
528,No,Si,23260,579,50,100,7,0,Vigente
529,No,No,1330,794,53,0,4,2,Vigente
530,Si,No,1100,906,44,84,9,0,Vigente
531,No,Si,37770,999,31,0,4,2,Vigente
532,No,No,1120,1016,45,0,3,2,Vigente
533,No,Si,38610,1214,24,92,5,2,Vigente
534,No,Si,37170,777,47,0,3,1,Vigente
535,No,No,970,1245,39,80,10,4,Vigente
536,No,No,1010,812,40,156,1,1,Vigente
537,No,Si,40880,937,35,120,6,1,Vigente
538,No,Si,22930,893,37,0,3,0,Vigente
539,No,No,1260,1153,50,104,8,0,Vigente
540,No,No,1130,851,45,84,3,2,Vigente
541,No,Si,28940,788,38,0,2,1,Vigente
542,No,Si,29770,992,31,0,1,0,Vigente
543,Si,Si,21200,1335,48,100,3,9,Fugado
544,No,No,1090,1175,44,0,6,3,Vigente
545,No,Si,31900,779,36,104,8,3,Vigente
546,No,Si,28060,1012,42,100,3,1,Vigente
547,Si,No,900,1355,36,0,10,2,Fugado
548,Si,Si,41910,840,36,0,9,5,Fugado
549,No,Si,31540,884,22,0,3,0,Vigente
550,No,Si,31630,1201,25,84,5,4,Vigente
551,No,No,580,937,23,0,3,4,Fugado
552,No,No,1110,1098,44,96,2,2,Vigente
553,No,No,1120,1428,45,88,4,3,Fugado
554,Si,No,1030,642,41,0,6,2,Vigente
555,No,No,800,994,32,108,6,2,Vigente
556,No,Si,25840,946,34,112,2,2,Vigente
557,No,No,770,1148,31,104,4,0,Vigente
558,No,Si,21100,1115,44,80,2,1,Vigente
